kd_kepsek_an;kd_sekolah;pendidikan_sederajat;jenis_sek;sts_sek;kurikulum;daerah_khusus;kd_kokab;wilayah_bagian;jenis_wilayah;status_wilayah;proporsi_pendidik_min_s1;proporsi_pendidik_sertifikasi;jumlah_peserta_didik;jumlah_pendidik;rasio_pendidik_peserta_didik;jumlah_r_kelas;ketersediaan_internet;ketersediaan_listrik;jumlah_komp_milik;jumlah_perpus;jumlah_rombel;jumlah_siswa_rombel;jumlah_siswa_penerima_PIP;rasio_siswa_penerima_PIP;SES_sekolah;APC;APK;BBS;BCP;COP;CSV;ENP;EQC;EQR;HWS;KKG;KPC;KPK;KSA;KSV;LCS;LFO;MIP;NAT;OPC;PBU;PCP;PGP;PIP;PKG;PMU;POT;PPK;PSA;PSV;PPC;RC;RKG;RPI;RSD;SBU;SCO;SKG;SMK_GRMAG;SMK_GTIN;SMK_INDS;SMK_KLAB;SMK_KOMITE;SMK_KPL;SMK_PBEL;SMK_PIM;SMK_PKL;SMK_PKUR;SMK-SARPRAS;SMK_TEFA;SSV;TOC;TOR
K8500082;8500082;SMA/SMK/MA;Paket C;N;Kurikulum Merdeka;Tidak;046;Indonesia Barat;KOTA;RURAL;100,00;0,00;629;21;29,95;6;Ada;Ada;1;0;30;46;67;10,65;81,95;31,23;40,21;47,96;64,37;57,28;40,91;63,87;53,94;47,23;99,17;71,73;28,95;68,18;83,90;59,63;77,19;65,70;82,13;43,37;61,57;50,43;47,86;95,19;43,42;61,88;72,87;55,09;52,69;62,43;45,18;52,69;95,99;50,24;52,04;73,32;100,00;64,07;50,47;;;;;;;;;;;;;74,61;29,42;57,72
K8500081;8500081;SMA/SMK/MA;Paket C;S;Kurikulum Merdeka;Tidak;061;Indonesia Barat;KABUPATEN;URBAN;100,00;0,00;277;5;55,40;2;Ada;Ada;0;0;9;20;40;14,44;76,85;56,35;65,39;58,37;31,56;79,97;11,59;68,78;53,37;92,20;78,64;28,09;55,99;42,32;29,21;40,67;100,00;98,69;99,24;100,00;98,57;94,19;72,96;74,25;97,99;53,41;98,07;99,49;65,78;98,86;79,91;65,78;52,18;43,57;94,98;51,96;49,96;34,19;88,68;;;;;;;;;;;;;75,98;58,74;33,84
K8500078;8500078;SMA/SMK/MA;Paket C;S;Kurikulum Merdeka;Tidak;079;Indonesia Barat;KABUPATEN;URBAN;100,00;0,00;474;11;43,09;14;Ada;Ada;1;1;17;84;10;2,11;83,19;47,91;87,23;62,23;48,26;74,66;64,62;59,05;71,73;86,31;99,17;71,73;51,81;68,18;56,61;85,53;94,69;55,42;82,13;72,17;76,04;85,70;87,49;95,19;91,03;71,38;57,41;60,05;57,66;85,56;59,70;57,66;84,68;73,94;86,13;48,24;86,73;64,07;85,70;;;;;;;;;;;;;74,61;63,14;66,16
K8500070;8500070;SMA/SMK/MA;Paket C;S;Kurikulum Merdeka;Tidak;031;Indonesia Tengah;KABUPATEN;RURAL;100,00;0,00;587;7;83,86;5;Ada;Ada;0;0;33;127;28;4,77;55,08;47,72;58,83;58,37;52,57;58,82;49,17;50,76;53,37;48,35;78,64;63,49;55,99;46,97;55,54;64,42;50,00;49,72;58,17;78,37;55,05;94,19;62,86;53,06;63,79;46,80;54,59;63,22;54,60;66,96;52,13;54,60;54,94;55,94;55,56;57,17;55,03;63,86;59,57;;;;;;;;;;;;;61,35;40,18;59,07
K8500071;8500071;SMA/SMK/MA;Paket C;S;Kurikulum 2013;Tidak;359;Indonesia Tengah;KABUPATEN;RURAL;100,00;0,00;59;4;14,75;3;Ada;Ada;0;0;5;10;25;42,37;67,20;47,91;57,64;58,37;72,92;56,34;58,56;56,56;62,79;64,30;100,00;90,21;62,43;64,83;83,16;75,13;72,19;53,74;86,62;90,22;66,87;73,40;78,87;87,53;100,00;62,09;62,56;69,29;51,70;71,57;69,15;51,70;61,80;72,72;69,83;50,25;58,33;100,00;88,34;;;;;;;;;;;;;79,21;58,74;51,89
K8500068;8500068;SMA/SMK/MA;Paket C;N;Kurikulum Merdeka;Tidak;266;Indonesia Tengah;KABUPATEN;RURAL;100,00;20,00;110;5;22,00;9;Ada;Ada;0;0;7;20;10;9,09;68,75;43,84;46,78;51,61;52,57;48,63;43,63;53,61;49,23;64,30;54,03;56,91;44,46;52,60;33,69;66,87;54,30;46,36;70,79;90,11;53,62;50,14;77,86;60,88;41,83;36,88;73,67;59,45;59,82;58,80;63,58;59,82;56,63;51,30;69,83;50,25;51,91;53,18;59,91;;;;;;;;;;;;;48,43;33,18;73,07
K8500010;8500010;SMA/SMK/MA;Paket C;S;Kurikulum 2013;Tidak;012;Indonesia Barat;KOTA;URBAN;91,67;0,00;149;12;12,42;8;Ada;Ada;1;1;7;23;19;12,75;73,01;52,28;51,67;71,14;48,26;57,28;59,35;48,44;58,75;68,37;49,38;85,18;59,62;46,54;70,04;59,63;50,08;55,42;63,67;64,57;65,44;60,53;47,86;95,19;91,03;47,21;79,15;60,05;57,66;74,37;53,88;57,66;63,49;55,70;52,04;53,06;54,76;53,18;69,62;;;;;;;;;;;;;52,20;46,28;62,48
K8500015;8500015;SMA/SMK/MA;Paket C;S;Kurikulum Merdeka;Tidak;410;Indonesia Barat;KOTA;URBAN;100,00;0,00;98;8;12,25;16;Ada;Ada;12;1;12;9;0;0,00;78,87;47,91;34,13;65,99;48,26;60,53;59,35;56,91;55,96;55,03;41,31;71,64;28,95;56,71;58,10;59,63;45,31;48,22;57,16;64,57;52,50;60,53;77,16;50,61;43,42;41,63;57,41;60,56;57,66;47,46;53,88;57,66;51,74;38,93;41,38;;54,76;53,18;70,81;;;;;;;;;;;;;62,33;45,02;56,46
K8500012;8500012;SMA/SMK/MA;Paket C;S;Kurikulum Merdeka;Tidak;356;Indonesia Barat;KABUPATEN;URBAN;85,71;0,00;72;7;10,29;3;Ada;Ada;5;1;7;13;17;23,61;68,68;43,84;51,91;65,56;61,46;59,93;58,56;71,54;57,79;71,40;38,57;75,39;49,64;52,60;46,48;100,00;68,36;58,60;56,99;90,22;71,66;56,63;66,98;54,69;100,00;74,17;92,75;62,10;55,68;96,29;75,03;55,68;59,13;72,72;100,00;50,25;51,91;53,18;59,91;;;;;;;;;;;;;86,59;58,74;65,80
K8500009;8500009;SMA/SMK/MA;Paket C;S;Kurikulum Merdeka;Tidak;440;Indonesia Barat;KABUPATEN;URBAN;75,00;0,00;285;4;71,25;4;Ada;Ada;0;1;13;81;13;4,56;73,85;43,84;45,94;51,61;46,35;52,48;44,69;53,61;45,19;41,33;38,57;64,32;49,64;42,42;56,93;45,87;49,92;48,88;63,67;100,00;53,62;53,38;39,39;44,25;48,37;32,64;92,75;65,36;55,68;52,83;52,38;55,68;52,18;47,23;56,58;46,04;51,91;59,34;43,83;;;;;;;;;;;;;49,76;40,18;48,20
K8500016;8500016;SMA/SMK/MA;Paket C;S;Kurikulum 2013;Tidak;440;Indonesia Barat;KABUPATEN;RURAL;100,00;0,00;262;10;26,20;9;Ada;Ada;2;1;12;41;20;7,63;71,38;43,84;59,19;41,52;24,92;54,02;30,64;48,44;53,94;55,03;41,31;26,81;45,46;51,52;46,48;38,33;54,53;60,37;66,98;34,57;58,21;57,10;56,57;63,81;54,48;53,93;88,00;74,34;57,66;74,37;49,00;57,66;54,32;45,44;47,73;48,24;41,41;30,90;50,47;;;;;;;;;;;;;58,27;39,37;62,48
K8500017;8500017;SMA/SMK/MA;Paket C;S;Kurikulum Merdeka;Tidak;440;Indonesia Barat;KABUPATEN;URBAN;100,00;0,00;397;4;99,25;7;Ada;Ada;0;0;20;107;18;4,53;72,75;52,96;43,56;58,37;46,35;62,41;54,08;58,79;57,79;64,30;66,25;40,81;54,26;42,32;67,27;40,67;76,17;62,52;68,42;100,00;75,94;59,96;62,86;74,25;72,17;46,80;85,43;67,58;61,14;66,96;52,13;61,14;57,88;43,57;62,23;;49,96;58,01;88,68;;;;;;;;;;;;;57,39;36,05;59,07
K8500072;8500072;SMA/SMK/MA;Paket C;S;Kurikulum Merdeka;Tidak;294;Indonesia Barat;KOTA;URBAN;0,00;0,00;19;0;0,00;14;Ada;Ada;0;0;6;5;2;10,53;79,84;52,28;51,91;45,06;52,57;52,48;44,69;47,90;62,79;48,35;46,63;64,32;49,64;47,19;46,48;67,18;45,08;38,79;56,99;100,00;34,66;46,71;49,65;54,69;62,70;53,41;42,19;47,56;59,82;47,24;43,05;59,82;48,00;51,30;46,55;55,57;51,91;58,21;59,91;;;;;;;;;;;;;49,76;40,18;56,46
K8500073;8500073;SMA/SMK/MA;Paket C;S;Kurikulum Merdeka;Tidak;294;Indonesia Barat;KOTA;URBAN;82,35;0,00;677;17;39,82;19;Ada;Ada;5;1;36;48;75;11,08;74,23;47,91;51,91;58,37;38,29;52,48;44,69;50,67;49,23;48,35;46,63;51,05;49,64;52,60;56,93;45,87;54,30;48,88;56,99;78,59;50,97;60,06;49,65;66,99;62,70;46,80;62,56;56,72;55,68;65,22;52,38;55,68;56,63;43,57;56,58;50,25;58,33;48,36;59,91;;;;;;;;;;;;;57,93;33,18;59,87
K8500092;8500092;SMA/SMK/MA;Paket C;S;Kurikulum Merdeka;Tidak;043;Indonesia Tengah;KABUPATEN;RURAL;100,00;0,00;123;1;123,00;7;Tidak Ada;Ada;0;0;5;30;15;12,20;81,98;40,45;44,03;47,96;36,88;57,28;40,91;54,77;49,71;48,09;41,31;49,22;52,63;;40,30;38,33;50,08;60,37;60,46;52,61;52,50;60,53;47,86;50,61;43,42;36,98;57,41;66,04;54,10;68,85;59,70;54,10;46,84;41,29;60,58;48,24;45,15;34,70;57,28;;;;;;;;;;;;;62,33;29,42;57,09
K8500067;8500067;SMA/SMK/MA;Paket C;S;Kurikulum 2013;Tidak;159;Indonesia Timur;KABUPATEN;URBAN;100,00;0,00;94;5;18,80;8;Ada;Ada;0;0;8;13;6;6,38;76,08;47,72;62,05;65,56;52,57;58,82;59,70;53,35;62,79;92,20;42,81;92,59;55,99;52,49;55,54;95,82;54,06;43,83;58,17;100,00;49,75;46,71;87,96;57,78;42,50;74,17;85,43;49,27;;74,07;79,91;;54,94;61,16;94,98;;55,03;58,01;88,68;;;;;;;;;;;;;70,06;58,74;69,30
K7100140;7100140;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;465;Indonesia Barat;KOTA;URBAN;98,15;70,37;926;54;17,15;36;Ada;Ada;7;2;26;323;520;56,16;76,46;56,94;59,19;82,94;100,00;57,28;45,65;61,37;96,06;61,70;59,93;100,00;82,67;75,32;100,00;99,90;72,50;55,42;73,67;72,17;55,25;100,00;65,19;95,19;91,03;53,93;88,00;66,04;52,69;93,27;65,39;52,69;60,20;82,41;86,13;43,93;100,00;71,77;69,62;93,75;88,96;;96,74;73,00;73,43;73,61;100,00;77,28;65,13;64,90;76,78;62,33;100,00;47,94
K7100150;7100150;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;465;Indonesia Barat;KOTA;URBAN;100,00;7,69;106;13;8,15;11;Ada;Ada;1;1;8;37;39;36,79;74,60;47,91;51,67;62,23;42,11;60,53;45,65;54,77;64,52;68,37;49,38;71,73;59,62;62,23;56,61;52,19;65,16;57,85;89,08;72,17;61,57;64,54;65,19;57,46;91,03;47,21;88,00;66,04;62,88;79,74;65,39;62,88;63,49;73,94;86,13;58,17;61,00;71,77;57,28;58,13;58,56;;96,74;61,95;77,56;69,87;72,94;77,28;62,18;58,53;59,24;58,27;63,14;72,26
K7100152;7100152;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;227;Indonesia Barat;KOTA;URBAN;100,00;0,00;143;17;8,41;8;Ada;Ada;7;1;6;39;56;39,16;76,56;43,84;51,67;47,96;28,49;54,02;40,91;50,58;49,71;48,09;41,31;33,85;51,81;51,52;40,30;38,33;54,53;41,87;57,16;41,09;58,21;50,43;70,16;50,61;43,42;47,21;57,41;74,34;57,66;68,85;59,70;57,66;46,84;41,29;47,73;48,24;38,02;34,70;57,28;62,05;70,05;;57,29;79,12;84,27;59,15;61,77;71,55;53,97;48,97;51,42;62,33;29,42;59,61
K7100157;7100157;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;227;Indonesia Barat;KOTA;URBAN;94,12;23,53;202;17;11,88;14;Ada;Ada;6;1;12;87;70;34,65;82,49;52,28;45,94;51,61;38,29;59,93;48,90;59,68;62,79;64,30;46,63;64,32;49,64;47,19;56,93;67,18;61,56;63,64;70,79;90,22;62,90;67,97;66,98;54,69;69,57;46,80;92,75;65,36;64,13;85,71;52,38;64,13;64,65;55,94;63,56;61,28;51,91;53,18;59,91;67,77;73,12;;74,86;96,37;74,38;69,97;99,83;53,82;60,90;57,21;67,54;49,76;58,74;76,48
K7100155;7100155;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;227;Indonesia Barat;KOTA;URBAN;100,00;0,00;98;6;16,33;7;Ada;Ada;4;1;6;33;52;53,06;76,59;44,33;38,66;55,69;46,35;58,82;49,17;58,79;57,79;56,85;42,81;75,85;49,09;46,97;55,54;64,42;43,59;43,83;58,17;78,37;58,00;67,97;58,12;57,78;48,87;53,41;64,41;55,86;64,79;66,96;52,13;64,79;61,09;55,94;75,55;;55,03;52,87;88,68;64,68;69,29;;76,01;58,32;55,63;68,15;62,63;82,48;74,87;55,15;52,25;61,35;47,09;69,30
K7100145;7100145;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;227;Indonesia Barat;KOTA;URBAN;100,00;0,00;83;3;27,67;6;Ada;Ada;6;1;3;9;29;34,94;74,93;43,84;59,19;47,96;64,37;60,53;59,35;54,77;96,06;61,70;78,30;85,18;51,81;46,54;70,04;67,07;45,31;48,22;73,67;72,17;58,21;85,70;70,16;83,94;91,03;61,88;88,00;62,87;62,88;93,27;71,28;62,88;67,59;73,94;79,47;58,17;60,73;56,57;69,11;40,81;45,27;;46,74;56,58;;59,15;61,77;77,28;65,13;51,16;60,66;91,78;63,14;72,26
K7100144;7100144;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;088;Indonesia Barat;KOTA;URBAN;100,00;12,12;1096;66;16,61;39;Ada;Ada;9;1;35;367;55;5,02;77,52;52,28;87,23;71,14;64,37;74,66;30,64;56,91;64,52;86,31;59,93;54,80;51,81;68,18;83,90;52,19;77,19;71,87;100,00;72,17;61,57;69,30;87,49;95,19;91,03;53,93;100,00;88,20;52,69;100,00;53,88;52,69;84,68;73,94;97,96;53,06;76,22;64,07;69,62;93,75;76,50;;96,74;100,00;95,10;78,67;100,00;100,00;92,44;77,08;98,82;74,61;63,14;62,48
K7100143;7100143;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;088;Indonesia Barat;KOTA;URBAN;100,00;22,22;248;18;13,78;9;Ada;Ada;7;1;9;75;28;11,29;78,78;52,28;59,19;54,72;80,65;63,87;40,91;63,87;82,02;75,91;78,39;71,73;45,46;68,18;70,04;75,03;84,14;57,85;82,13;72,17;85,02;100,00;87,49;83,94;91,03;71,38;100,00;62,87;62,88;100,00;71,03;62,88;63,49;73,94;76,72;48,24;68,03;64,07;57,28;65,14;72,82;;75,24;83,89;67,67;86,86;100,00;71,55;65,13;69,39;98,82;67,47;100,00;57,09
K7100156;7100156;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;088;Indonesia Barat;KOTA;URBAN;87,50;25,00;138;8;17,25;9;Tidak Ada;Ada;1;1;6;49;39;28,26;69,08;43,84;46,78;73,71;46,35;70,29;53,47;63,07;68,65;71,40;69,08;90,21;49,64;58,44;69,83;75,13;76,88;69,44;79,51;100,00;62,90;73,40;71,95;79,30;62,70;62,09;81,56;74,34;68,60;71,57;69,15;68,60;67,85;61,16;50,71;61,28;64,74;53,18;73,87;49,92;78,23;;64,01;61,65;56,32;94,03;68,90;88,96;65,38;53,03;50,83;72,85;58,74;51,89
K7100142;7100142;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;088;Indonesia Barat;KOTA;URBAN;100,00;16,67;212;12;17,67;13;Ada;Ada;4;1;7;68;44;20,75;76,40;43,84;45,94;51,61;34,97;59,93;32,66;53,61;57,79;56,85;46,63;64,32;44,46;42,42;39,77;28,95;83,91;58,60;63,67;90,22;53,62;53,38;54,00;60,88;55,49;46,80;57,41;69,29;64,13;58,80;32,42;64,13;54,32;51,30;40,60;58,17;41,94;48,36;43,83;14,83;29,28;;57,97;0,53;3,70;64,00;57,56;57,22;13,85;45,97;26,54;49,76;30,85;59,87
K7100147;7100147;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;513;Indonesia Barat;KOTA;URBAN;83,33;33,33;79;6;13,17;5;Ada;Ada;8;1;3;30;30;37,97;75,32;51,89;58,83;84,76;46,35;66,10;44,69;65,03;53,37;64,30;66,25;56,27;49,09;42,32;55,54;64,42;50,00;52,80;64,95;100,00;65,24;67,97;58,12;63,00;56,16;46,80;85,43;72,63;54,60;56,08;52,13;54,60;52,18;47,23;75,55;51,96;55,03;43,22;59,57;58,66;50,30;;69,87;58,93;57,18;58,44;62,63;64,65;70,38;56,09;58,77;47,90;36,05;69,30
K7100151;7100151;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;513;Indonesia Barat;KOTA;URBAN;100,00;0,00;132;7;18,86;6;Ada;Ada;9;1;6;40;47;35,61;71,29;56,94;38,66;51,61;46,35;59,93;44,69;53,61;53,37;71,40;69,08;51,05;55,63;64,83;69,83;52,80;61,56;63,64;70,79;78,59;53,62;94,19;49,65;72,94;69,57;62,09;67,79;65,36;55,68;65,22;52,38;55,68;52,18;55,94;40,60;61,28;58,33;48,36;50,04;49,02;32,96;;60,94;32,38;36,72;81,70;78,61;53,82;10,13;54,90;39,46;49,76;58,74;76,48
K7100154;7100154;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;190;Indonesia Barat;KOTA;URBAN;100,00;23,53;744;34;21,88;27;Ada;Ada;13;1;23;239;126;16,94;77,27;56,94;38,66;58,37;31,56;58,82;49,17;56,02;62,79;56,85;42,81;63,49;49,09;52,49;46,06;53,52;67,11;62,52;81,03;90,11;58,00;73,40;49,49;80,44;48,87;46,80;85,43;59,37;;66,96;52,13;;57,88;55,94;75,55;;60,91;34,19;88,68;69,35;98,27;;69,87;76,17;66,12;78,06;62,63;60,40;74,87;60,65;55,21;61,35;40,18;53,59
K7100149;7100149;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;190;Indonesia Barat;KOTA;URBAN;95,83;45,83;300;24;12,50;16;Ada;Ada;3;1;10;96;153;51,00;72,93;40,45;62,05;45,06;34,97;66,10;54,08;68,78;57,79;41,33;66,25;75,85;64,88;46,97;67,27;53,52;67,11;49,72;72,14;78,37;52,29;59,96;49,49;80,44;48,87;46,80;54,59;49,27;55,76;61,22;57,95;55,76;61,09;55,94;49,53;62,69;67,50;52,87;88,68;48,04;51,73;;69,87;50,53;52,62;68,15;66,07;64,65;87,44;55,15;46,09;47,90;40,18;59,07
K7100141;7100141;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;190;Indonesia Barat;KOTA;URBAN;100,00;64,71;1206;68;17,74;39;Ada;Ada;28;1;36;408;446;36,98;74,19;56,94;57,64;51,61;86,13;85,96;58,56;86,35;86,06;92,20;61,01;75,39;49,64;34,52;56,93;67,18;83,91;63,64;97,54;100,00;86,44;73,40;62,63;79,30;100,00;74,17;73,67;69,29;55,68;85,71;58,32;55,68;80,68;72,72;75,39;83,75;71,33;71,77;50,04;58,66;63,66;;100,00;32,38;69,13;91,41;89,18;70,06;72,31;64,96;86,02;62,04;47,09;59,87
K7100146;7100146;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;190;Indonesia Barat;KOTA;URBAN;90,00;30,00;117;10;11,70;8;Ada;Ada;4;1;6;35;25;21,37;75,46;43,84;37,59;62,23;48,26;57,28;50,13;59,05;64,52;48,09;41,31;71,73;51,81;30,95;56,61;67,07;54,53;57,85;70,19;52,61;76,04;60,53;70,16;75,96;54,48;61,88;88,00;66,04;62,88;100,00;65,39;62,88;60,20;45,44;76,72;46,04;54,76;53,18;45,28;54,67;67,12;;83,78;63,77;53,31;56,83;70,70;71,55;79,49;53,90;44,08;43,40;46,28;83,12
K7100025;7100025;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;237;Indonesia Barat;KOTA;URBAN;100,00;0,00;129;4;32,25;6;Ada;Ada;5;1;6;41;43;33,33;79,73;52,28;69,21;58,37;86,13;74,14;70,76;63,07;68,65;92,20;100,00;90,21;62,43;72,40;99,04;100,00;83,91;69,44;97,54;69,35;77,57;93,80;89,28;99,02;77,12;36,88;92,75;93,41;59,82;96,29;81,91;59,82;100,00;88,11;89,11;67,50;92,16;64,07;50,04;36,75;49,40;;67,27;58,17;47,03;64,00;65,38;60,83;65,38;46,72;43,60;86,59;58,74;56,46
K7100030;7100030;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;062;Indonesia Barat;KOTA;URBAN;100,00;0,00;92;20;4,60;13;Ada;Ada;5;1;8;25;35;38,04;85,90;52,28;34,13;71,14;80,65;63,87;87,27;52,63;53,94;61,70;59,93;100,00;51,81;56,71;70,04;85,53;61,80;52,99;57,16;72,17;55,25;60,53;65,19;69,85;91,03;53,93;67,39;57,49;52,69;62,43;59,70;52,69;71,50;50,24;76,72;63,69;49,51;58,21;69,62;66,94;58,56;;69,48;56,58;59,67;86,86;68,73;71,55;92,44;53,90;64,10;74,61;63,14;59,61
K7100031;7100031;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;284;Indonesia Barat;KOTA;URBAN;77,78;11,11;61;9;6,78;4;Ada;Ada;3;1;4;27;7;11,48;77,63;86,81;62,05;58,37;61,46;88,10;87,80;58,79;57,79;64,30;78,64;92,59;55,99;78,90;96,70;53,52;76,17;62,52;81,03;100,00;75,94;94,19;72,96;100,00;72,17;62,09;69,73;72,63;65,78;73,01;79,91;65,78;68,66;100,00;75,55;;97,15;52,87;74,47;87,73;73,05;;97,70;86,01;62,17;93,23;99,06;82,48;74,87;57,03;63,15;83,27;58,74;69,30
K7100028;7100028;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;258;Indonesia Barat;KABUPATEN;URBAN;100,00;31,58;257;19;13,53;18;Ada;Ada;12;1;28;68;67;26,07;77,88;56,35;58,83;84,76;46,35;66,10;66,37;58,79;100,00;92,20;78,64;75,85;43,38;58,98;67,27;53,52;89,22;65,89;99,24;100,00;69,93;81,60;87,96;88,59;97,99;46,80;98,07;59,37;30,99;61,07;62,95;30,99;64,65;100,00;94,98;47,24;84,33;71,46;59,57;72,74;73,05;;84,74;76,17;95,62;68,15;99,06;82,48;70,38;55,15;99,64;75,98;58,74;59,07
K7100033;7100033;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;434;Indonesia Barat;KABUPATEN;URBAN;98,39;12,90;917;62;14,79;51;Ada;Ada;4;1;38;293;263;28,68;71,95;44,33;62,05;58,37;52,57;48,46;54,08;43,35;49,23;47,31;42,81;63,49;49,09;67,21;55,54;46,28;67,11;43,83;55,04;78,37;58,00;56,63;46,00;57,78;48,87;41,43;54,59;46,11;64,79;56,08;52,13;64,79;52,98;55,94;49,53;;55,03;43,22;59,57;50,30;51,05;;69,87;39,26;57,18;68,15;58,25;82,48;74,87;59,28;48,10;61,35;33,18;59,07
K7100020;7100020;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;434;Indonesia Barat;KABUPATEN;URBAN;100,00;44,44;363;9;40,33;9;Ada;Ada;4;1;10;91;57;15,70;75,45;43,84;46,78;51,61;46,35;74,14;32,66;66,99;62,79;80,16;61,01;75,39;44,46;64,83;46,48;39,55;76,88;84,77;97,54;100,00;62,90;94,19;89,28;99,02;100,00;53,41;73,67;93,41;59,82;96,29;81,91;59,82;100,00;61,16;100,00;83,75;92,16;64,07;88,34;88,63;66,37;;100,00;96,37;82,12;94,03;89,18;88,96;75,26;77,14;100,00;72,85;58,74;56,46
K7100034;7100034;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;434;Indonesia Barat;KABUPATEN;URBAN;100,00;33,33;78;6;13,00;10;Ada;Ada;6;1;6;30;2;2,56;72,71;52,28;69,21;51,61;52,57;74,14;91,92;71,54;57,79;92,20;100,00;56,91;62,43;57,14;46,48;39,55;76,88;69,44;97,54;100,00;66,87;94,19;89,28;99,02;100,00;46,80;92,75;93,41;59,82;93,87;81,91;59,82;64,65;72,72;89,11;50,25;92,16;64,07;88,34;88,63;73,12;;100,00;96,37;82,12;94,03;99,83;77,49;99,23;77,14;100,00;86,59;47,09;56,46
K7100035;7100035;SMA/SMK/MA;SMK;S;Kurikulum 2013;Tidak;434;Indonesia Barat;KABUPATEN;RURAL;100,00;0,00;228;2;114,00;7;Tidak Ada;Ada;2;1;7;87;49;21,49;68,31;56,94;59,19;47,96;42,11;70,72;40,91;56,91;82,02;61,70;78,39;71,73;51,81;41,99;70,04;38,33;72,50;65,70;89,08;72,17;65,44;57,10;77,16;83,94;91,03;53,93;79,15;66,04;52,69;100,00;71,03;52,69;71,50;50,24;86,13;69,61;76,22;58,21;57,28;58,13;58,56;;69,48;65,58;63,28;59,15;70,70;62,53;79,49;58,53;51,42;82,83;39,37;72,26
K7100024;7100024;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;104;Indonesia Barat;KABUPATEN;RURAL;100,00;7,41;292;27;10,81;16;Ada;Ada;6;1;11;92;109;37,33;75,33;36,57;63,37;65,56;86,13;66,78;91,92;71,54;68,65;92,20;100,00;56,91;34,48;58,44;56,93;59,94;68,36;61,03;97,54;100,00;77,57;94,19;89,28;99,02;100,00;89,98;92,75;93,41;68,60;96,29;81,91;68,60;56,63;72,72;100,00;67,50;92,16;71,77;88,34;79,29;98,27;;100,00;80,79;64,92;94,03;75,52;88,96;86,15;77,14;100,00;86,59;58,74;56,46
K7100019;7100019;SMA/SMK/MA;SMK;N;Kurikulum Merdeka;Tidak;505;Indonesia Barat;KABUPATEN;URBAN;100,00;65,38;1455;78;18,65;41;Ada;Ada;5;1;43;477;540;37,11;72,12;52,28;87,23;98,71;64,37;86,64;54,61;73,77;96,06;75,91;78,39;85,18;69,06;66,02;100,00;75,03;94,69;62,99;100,00;72,17;76,04;85,70;87,49;95,19;91,03;71,38;100,00;74,34;62,88;85,56;71,03;62,88;71,50;82,41;76,72;46,04;76,22;83,57;85,70;66,94;72,82;;75,24;74,05;95,10;73,61;89,26;84,08;92,44;62,15;72,16;74,61;63,14;66,16
K7100032;7100032;SMA/SMK/MA;SMK;S;Kurikulum Merdeka;Tidak;505;Indonesia Barat;KABUPATEN;URBAN;100,00;14,29;195;7;27,86;9;Ada;Ada;4;1;8;102;20;10,26;68,75;43,84;51,91;31,44;41,94;52,48;40,74;50,67;49,23;48,35;61,01;40,81;49,64;50,00;56,93;39,55;58,13;56,17;67,15;90,22;59,43;56,63;49,65;66,99;62,70;36,88;57,41;47,56;55,68;65,22;47,18;55,68;64,65;43,57;56,58;45,54;51,91;53,18;59,91;41,04;69,37;;64,01;80,79;74,38;74,42;78,61;88,96;67,56;55,97;57,94;62,04;40,18;57,00
